question,Group,document
"Có cơ quan nào thu phí, lệ phí thú y tại huyện?",Legal,52a6577a
UBND huyện giao bất kỳ phòng ban nào khác quản lý và thu phí thú y?,Legal,52a6577a
Lệ phí thú y được thu như thế nào tại huyện?,Legal,52a6577a
Việc chuyển mạng di động giữ nguyên số bao gồm những gì?,Legal,e4fcb976
Điều kiện để chuyển mạng di động giữ nguyên số?,Legal,e4fcb976
"Khi chuyển mạng, thuê bao có giữ nguyên các thông số?",Legal,e4fcb976
Ai cung cấp dịch vụ chuyển mạng di động giữ nguyên số?,Legal,e4fcb976
Tại sao người dùng phải chuyển mạng di động giữ nguyên số?,Legal,e4fcb976
Thời hạn tạm thời chuyển vị trí công tác đối với người có chức vụ theo pháp luật bị tạm đình chỉ công tác là bao nhiêu?,Legal,16bf207c
按照法律规定，对于涉嫌腐败的公职人员，临时调动的工位停留时间是多少？,Legal,16bf207c
Tính đến ngày bao nhiêu kể từ ngày ra quyết định đình chỉ công tác thì thời hạn tạm thời chuyển vị trí công tác kết thúc?,Legal,16bf207c
Thời hạn tạm thời chuyển vị trí công tác có được áp dụng cho tất cả các người có chức vụ tham nhũng không?,Legal,16bf207c
"Kể từ ngày ra quyết định tạm đình chỉ công tác, công việc tạm thời dành cho người có chức vụ tham nhũng là gì?",Legal,16bf207c
Ai là người chịu trách nhiệm báo tin về tai nạn giao thông đường sắt?,Legal,39c927ec
Phương tiện thông tin nào được phép sử dụng để báo tin về tai nạn đường sắt?,Legal,39c927ec
Hiện tượng như thế nào sẽ được coi là tai nạn giao thông đường sắt?,Legal,39c927ec
"Nếu không thể liên lạc với các tổ chức liên quan, biện pháp nào được thực hiện để báo tin về tai nạn?",Legal,39c927ec
Đơn vị nào phải được thông báo khi xảy ra tai nạn giao thông đường sắt?,Legal,39c927ec
Thuốc thang được đóng gói theo cách nào?,Legal,ac32f997
Thuốc thang kết hợp những gì?,Legal,ac32f997
Theo đâu mà thầy thuốc kết hợp vị thuốc trong thuốc thang?,Legal,ac32f997
Thuốc thang thuộc dạng thuốc nào?,Legal,ac32f997
Có bao nhiêu vị thuốc có thể có trong một thang thuốc?,Legal,ac32f997
"Theo Luật Dân sự, hợp đồng khai thác, sử dụng thông tin, dữ liệu về nhà ở và thị trường bất động sản được ký kết như thế nào?",Legal,7479313e
"Cơ quan nào được giao trách nhiệm quản lý, cung cấp thông tin, dữ liệu về nhà ở và thị trường bất động sản?",Legal,7479313e
"Những tổ chức, cá nhân nào có quyền khai thác, sử dụng thông tin, dữ liệu về nhà ở và thị trường bất động sản?",Legal,7479313e
"Bên cạnh Bộ Luật Dân sự, có những quy định pháp luật nào khác liên quan đến hợp đồng khai thác, sử dụng thông tin bất động sản?",Legal,7479313e
"Quy định về hợp đồng khai thác, sử dụng thông tin, dữ liệu về nhà ở và thị trường bất động sản nhằm mục đích gì?",Legal,7479313e
Hai loại đèn báo hiệu nào thường được sử dụng ở đường ngang?,Legal,5b4934a1
Mục đích của đèn báo hiệu trên đường bộ tại đường ngang là gì?,Legal,5b4934a1
Đèn báo hiệu đường bộ ở đường ngang được đặt ở vị trí như thế nào?,Legal,5b4934a1
Đối tượng nào được đèn báo hiệu đường bộ tại đường ngang điều khiển?,Legal,5b4934a1
Đèn báo hiệu đường bộ tại đường ngang thuộc loại đèn báo hiệu đường bộ nào?,Legal,5b4934a1
Kiểm soát viên tại tổ chức tín dụng phải tuân theo những quy định nào trong giao dịch một cửa?,Legal,8731326e
Tổ chức tín dụng quy định Kiểm soát viên phải kiểm tra những gì liên quan đến chứng từ giao dịch?,Legal,8731326e
"Ngoài việc kiểm tra chứng từ, Kiểm soát viên còn có trách nhiệm gì trong hoạt động giao dịch một cửa?",Legal,8731326e
Bí mật bảo mật mã khóa và chữ ký điện tử có ý nghĩa gì đối với Kiểm soát viên?,Legal,8731326e
Thực hiện nêu trong quy trình giao dịch một cửa có nghĩa là gì?,Legal,8731326e
Hồ sơ khoanh nợ tiền thuế đối với người nộp thuế được coi là mất tích bao gồm những loại quyết định của Tòa án?,Legal,d07b80ff
"Ngoài Quyết định của Tòa án, loại văn bản nào khác thể hiện người nộp thuế đang nợ tiền thuế?",Legal,d07b80ff
Có phải bản sao của quyết định của Tòa án cũng được coi là đủ để ghi nhận người nộp thuế mất tích?,Legal,d07b80ff
"Cơ quan quản lý thuế khi nào ghi nhận số tiền thuế, phạt, chậm nộp của người nộp thuế đang nợ?",Legal,d07b80ff
Một người nộp thuế mất tích theo pháp luật được ngầm hiểu là mất tích từ ngày mấy tháng mấy năm nào?,Legal,d07b80ff
Theo quy định nào về việc có người phụ trách ứng phó sự cố trong việc vận chuyển nguồn phóng xạ?,Legal,703aa7cd
Nguồn phóng xạ nào cần phải có người phụ trách ứng phó sự cố?,Legal,703aa7cd
Đối tượng có Chứng chỉ nhân viên bức xạ được bổ nhiệm làm người phụ trách ứng phó sự cố trong vận chuyển nguồn phóng xạ là ai?,Legal,703aa7cd
Những trường hợp nào không cần người phụ trách ứng phó sự cố khi vận chuyển nguồn phóng xạ?,Legal,703aa7cd
QCVN 06:2010/BKHCN quy định gì về vận chuyển nguồn phóng xạ?,Legal,703aa7cd
Phương thức gửi báo cáo thống kê ngành dự trữ quốc gia bao gồm những dạng nào?,Legal,3312e30c
"Ngoài báo cáo giấy, phương thức gửi báo cáo điện tử được thể hiện như thế nào?",Legal,3312e30c
Làm thế nào để đảm bảo tính xác thực của báo cáo điện tử?,Legal,3312e30c
"Có yêu cầu gì đối với báo cáo bản giấy để tiện việc kiểm tra, đối chiếu số liệu?",Legal,3312e30c
Nêu rõ hai hình thức báo cáo thống kê ngành dự trữ quốc gia?,Legal,3312e30c
"Theo quy định pháp luật, kinh phí sản xuất, cấp và quản lý thẻ Căn cước công dân được lấy từ nguồn nào?",Legal,3a6872d7
Giải thích rõ hơn về trách nhiệm của cơ quan quản lý thẻ Căn cước công dân trong việc thu chi ngân sách nhà nước?,Legal,3a6872d7
"Làm thế nào cơ quan quản lý thẻ Căn cước công dân lập dự toán thu, chi ngân sách nhà nước?",Legal,3a6872d7
"Tại sao việc cấp, quản lý và sản xuất thẻ Căn cước công dân không tính phí?",Legal,3a6872d7
Cơ quan nào có thẩm quyền phê duyệt dự toán thu chi ngân sách nhà nước cho thẻ Căn cước công dân?,Legal,3a6872d7
Hợp đồng ủy quyền kéo dài bao lâu nếu không có thỏa thuận về thời hạn?,Legal,d8d9636c
Vào trường hợp nào hợp đồng ủy quyền hết hiệu lực?,Legal,d8d9636c
"Theo luật pháp, hợp đồng ủy quyền bao lâu mới hết hiệu lực?",Legal,d8d9636c
Điều gì xác định thời hạn hợp đồng ủy quyền?,Legal,d8d9636c
Có trường hợp nào ngoại lệ về thời hạn hiệu lực của hợp đồng ủy quyền không?,Legal,d8d9636c
Cấu trúc khung xếp hạng các tổ chức sự nghiệp thuộc Chính phủ bao gồm những hạng nào?,Legal,8f6094cc
Hạng đặc biệt trong khung xếp hạng tổ chức sự nghiệp thuộc Chính phủ được dùng để xếp loại những cơ quan nào?,Legal,8f6094cc
Hạng nào được coi là hạng cao nhất trong khung xếp hạng tổ chức sự nghiệp thuộc Chính phủ?,Legal,8f6094cc
Có bao nhiêu hạng trong khung xếp hạng các tổ chức sự nghiệp thuộc Chính phủ?,Legal,8f6094cc
Sự khác biệt giữa các hạng trong khung xếp hạng tổ chức sự nghiệp thuộc Chính phủ là gì?,Legal,8f6094cc
Ủy ban nhân dân cấp xã có thẩm quyền xét án treo không?,Legal,a77ed2e9
Thẩm quyền xem xét án treo thuộc cơ quan nào?,Legal,a77ed2e9
Ai có quyền thay đổi thời gian chấp hành án treo?,Legal,a77ed2e9
Thời gian chấp hành án treo có thể bị điều chỉnh bởi ai?,Legal,a77ed2e9
Điều kiện để giảm thời gian chấp hành án treo là gì?,Legal,a77ed2e9
"Hành vi đe doạ bằng bạo lực để ép buộc thành viên gia đình rời khỏi nhà hợp pháp có bị phạt không?, ",Legal,7ba899fa
"Tính phạt tiền cho hành vi đe doạ bằng bạo lực để buộc gia đình ra khỏi nhà là bao nhiêu?, ",Legal,7ba899fa
"Ngành luật nào quy định về phạt tiền hành vi đe dọa bằng bạo lực trong gia đình?,",Legal,7ba899fa
"Đối với hành vi đe dọa bằng bạo lực để ép buộc người khác rời khỏi nhà, mức phạt là bao nhiêu?, ",Legal,7ba899fa
Nhà nước có xử lý hành vi đe dọa bằng bạo lực buộc người khác rời khỏi nhà hợp pháp không?,Legal,7ba899fa
Hệ thống thông tin duyên hải do ai quản lý và khai thác?,Legal,e758bed9
Nhà nước đầu tư vào hệ thống thông tin duyên hải nhằm mục đích gì?,Legal,e758bed9
Hệ thống thông tin duyên hải thuộc loại hạ tầng mạng nào?,Legal,e758bed9
Công ty TNHH MTV Thông tin điện tử hàng hải Việt Nam có vai trò gì trong hệ thống thông tin duyên hải?,Legal,e758bed9
Hệ thống thông tin duyên hải có mục đích phục vụ cho ngành gì?,Legal,e758bed9
"Bị vi phạm luật chứng khoán, thế nào là được hủy mã số giao dịch chứng khoán?",Legal,4443828a
Trong trường hợp nào mã số giao dịch chứng khoán sẽ bị đình chỉ theo khoản 1 Điều này?,Legal,4443828a
Nơi nào nhận đơn hủy mã số giao dịch chứng khoán từ các tổ chức?,Legal,4443828a
Điều kiện để một cá nhân hoặc tổ chức được hủy mã số giao dịch chứng khoán?,Legal,4443828a
Mẫu số nào được sử dụng để gửi đơn hủy mã số giao dịch chứng khoán?,Legal,4443828a
Cơ sở giáo dục phổ thông đề xuất lựa chọn sách giáo khoa bao gồm những ai?,Legal,3be1273d
Quy trình đề xuất sách giáo khoa của cơ sở giáo dục phổ thông gồm những bước nào?,Legal,3be1273d
Sở Giáo dục và Đào tạo ở cấp nào được cơ sở giáo dục phổ thông báo cáo danh mục sách giáo khoa đề xuất lựa chọn?,Legal,3be1273d
Ai có chữ ký trên danh mục sách giáo khoa đề xuất lựa chọn ở cấp trung học phổ thông?,Legal,3be1273d
"Trong cuộc họp để đề xuất sách giáo khoa, đại diện ai tham gia?",Legal,3be1273d
"Để tránh phạt, diện tích tối thiểu diện tích đường phố được phép chiếm dụng là bao nhiêu?",Legal,a0fcb8a3
Cụ thể khoản phạt gì khi chiếm dụng lòng đường đô thị cho xe?,Legal,a0fcb8a3
Có sự khác biệt khoản phạt giữa cá nhân và tổ chức khi chiếm dụng lòng đường?,Legal,a0fcb8a3
Khoảng cách nhỏ để chiếm dụng lòng đường mà lại bị phạt là bao nhiêu?,Legal,a0fcb8a3
Lương phạt cho hành vi chiếm dụng lòng đường đô thị dành cho cá nhân và tổ chức lần lượt là bao nhiêu?,Legal,a0fcb8a3
Mẫu sinh vật y học được lấy từ đâu?,Legal,92c82a69
Chất lây nhiễm có trong mẫu vi sinh y học là gì?,Legal,92c82a69
"Ngoài mẫu máu, huyết thanh, huyết tương, nước tiểu, phân, dịch tiết cơ thể người, các mẫu gì khác còn được coi là mẫu vi sinh y học?",Legal,92c82a69
Những mẫu vi sinh y học thường chứa chủng vi sinh vật?,Legal,92c82a69
Ai là người cung cấp mẫu vi sinh y học?,Legal,92c82a69
"Bộ Giao thông vận tải có trách nhiệm gì trong việc điều chỉnh quy hoạch cục bộ cảng hàng không, sân bay?",Legal,ce82c09f
"Những nội dung nào cần được trình báo và phê duyệt khi điều chỉnh quy hoạch cục bộ cảng hàng không, sân bay?",Legal,ce82c09f
"Các cơ quan nào có liên quan đến việc rà soát ý kiến khi điều chỉnh quy hoạch cục bộ cảng hàng không, sân bay?",Legal,ce82c09f
"Bộ Giao thông vận tải có lấy ý kiến của ai trong quá trình điều chỉnh quy hoạch cục bộ cảng hàng không, sân bay?",Legal,ce82c09f
"Quy trình phê duyệt điều chỉnh quy hoạch cục bộ cảng hàng không, sân bay diễn ra như thế nào?",Legal,ce82c09f
Khối tài chính nào đảm bảo nguồn vốn cho việc quản lý và bảo trì đường bộ? ,Legal,aa108f50
Nguồn tài chính được sử dụng vào hoạt động gì liên quan đến việc quản lý đường bộ?,Legal,aa108f50
Quy định về việc sử dụng nguồn tài chính cho đường bộ như thế nào?,Legal,aa108f50
Vì sao tài chính cho đường bộ cần phải ổn định?,Legal,aa108f50
Linh vực sử dụng nguồn tài chính liên quan đến quản lý và bảo trì đường bộ bao gồm những gì?,Legal,aa108f50
"Theo pháp luật, nguyên tắc xử lý kỷ luật đối với cán bộ có hành vi vi phạm pháp luật bao gồm những gì?",Legal,21b35624
"Hành vi phạm pháp luật của cán bộ, công chức, viên chức có bị xử lý kỷ luật không?",Legal,21b35624
Trình tự và thủ tục xử lý kỷ luật đối với cán bộ vi phạm pháp luật được quy định như thế nào?,Legal,21b35624
Ai có thẩm quyền xử lý kỷ luật đối với cán bộ vi phạm pháp luật?,Legal,21b35624
"Ngoài nguyên tắc, thẩm quyền, trình tự, thủ tục, còn có những quy định nào liên quan đến xử lý kỷ luật đối với cán bộ vi phạm pháp luật?",Legal,21b35624
"Các phương tiện vận tải đường bộ, đường sắt cần thực hiện những thủ tục gì khi qua cửa khẩu để phòng chống dịch bệnh?",Legal,edd5550f
"Theo quy định, giấy khai báo y tế hàng hóa, phương tiện vận tải đường bộ, đường sắt được nộp theo mẫu nào?",Legal,edd5550f
"Nghị định nào quy định về khai báo y tế đối với phương tiện vận tải đường bộ, đường sắt?",Legal,edd5550f
"Đối với phương tiện vận tải đường bộ, đường sắt, giấy chứng nhận kiểm tra/xử lý y tế hàng hóa, phương tiện vận tải có yêu cầu hay không?",Legal,edd5550f
"Ngoài giấy khai báo y tế, có những loại giấy tờ nào khác cần thiết cho phương tiện vận tải đường bộ, đường sắt khi qua cửa khẩu?",Legal,edd5550f
"Theo quy định, lái xe quay đầu xe máy sai hướng sẽ bị phạt bao nhiêu tiền ?",Legal,7abc6fc5
Xử phạt lái xe quay đầu xe máy sai quy định bao gồm những hình thức nào ?,Legal,7abc6fc5
Lái xe quay đầu xe máy không đúng quy định sẽ bị đình chỉ giấy phép lái xe trong bao lâu ?,Legal,7abc6fc5
"Ngoài phạt tiền, lỗi quay đầu xe máy không đúng quy định còn có hình phạt gì khác ?",Legal,7abc6fc5
Tìm hiểu về mức phạt tiền và thời gian đình chỉ giấy phép lái xe đối với lỗi quay đầu xe máy sai quy định,Legal,7abc6fc5
Phạm vi và đối tượng phục vụ của công chức được xác định như thế nào?,Legal,76ca8d49
Yếu tố nào được xem xét để xác định vị trí việc làm của công chức?,Legal,76ca8d49
Cơ cấu tổ chức của cơ quan có ảnh hưởng đến vị trí việc làm của công chức không?,Legal,76ca8d49
Mức độ phức tạp của hoạt động công việc có liên quan đến vị trí việc làm của công chức không?,Legal,76ca8d49
Quy trình quản lý chuyên môn của công chức được quy định theo luật nào? ,Legal,76ca8d49
Những trường hợp nào nhân viên xe du lịch sẽ bị phạt,Legal,3139d1d1
Khoảng phạt tối đa đối với nhân viên xe du lịch ép khách sử dụng dịch vụ?,Legal,3139d1d1
Mức phạt do nhân viên xe du lịch bắt ép khách sử dụng dịch vụ là bao nhiêu?,Legal,3139d1d1
Quy định xử lý việc nhân viên xe du lịch ép khách sử dụng dịch vụ?,Legal,3139d1d1
Hành khách cần làm gì khi bị nhân viên xe du lịch ép buộc sử dụng dịch vụ?,Legal,3139d1d1
Phí dịch vụ kỹ thuật theo Hiệp định tránh đánh thuế hai lần được áp dụng cho những đối tượng nào?,Legal,d6c0e403
"Những dịch vụ nào được coi là dịch vụ kỹ thuật, quản lý hoặc tư vấn theo Hiệp định?",Legal,d6c0e403
 Hình thức thanh toán phí dịch vụ kỹ thuật theo Hiệp định tránh đánh thuế hai lần bao gồm những dạng nào?,Legal,d6c0e403
Công việc của người được trả phí dịch vụ kỹ thuật phải liên quan gì?,Legal,d6c0e403
Có những trường hợp nào ngoại lệ với định nghĩa phí dịch vụ kỹ thuật theo Hiệp định tránh đánh thuế hai lần?,Legal,d6c0e403
Thời hạn trả lời xác nhận đăng ký tổ chức sự kiện là bao nhiêu?,Legal,e3e35daa
"Đối với hồ sơ đầy đủ, thời gian trả lời xác nhận đăng ký tổ chức sự kiện diễn ra trong bao lâu?",Legal,e3e35daa
"Công việc xác nhận đăng ký tổ chức hội chợ, triển lãm thương mại được thực hiện trong bao nhiêu ngày?",Legal,e3e35daa
"Thời gian xử lý hồ sơ đăng ký tổ chức hội chợ, triển lãm thương mại chậm nhất bao lâu?",Legal,e3e35daa
sau khi nhận đầy đủ hồ sơ thì thời gian xử lý xác nhận đăng ký tổ chức hội chợ bao nhiêu?,Legal,e3e35daa
"Theo quy định, khi nào xe tải không cần phủ bạt?",Legal,bad0554a
"Xe tải chở không có hàng, có thể vi phạm quy định về vệ sinh lưu thông không?",Legal,bad0554a
Vi phạm quy định vệ sinh lưu thông với xe tải không chở hàng có bị phạt không?,Legal,bad0554a
Mức phạt đối với xe tải không chở hàng vi phạm quy định vệ sinh lưu thông là bao nhiêu?,Legal,bad0554a
"Ngoài việc không cần phủ bạt, xe tải chở không hàng cần làm gì để đảm bảo an toàn và tuân thủ quy định?",Legal,bad0554a
"Cán bộ, công chức đến tuổi nghỉ hưu muốn làm việc kéo dài thì chế độ lương và các chế độ có được điều chỉnh như thế nào?",Legal,f25e2350
"Quy định về việc điều chỉnh lương cho cán bộ, công chức được kéo dài thời gian công tác sau khi đến tuổi nghỉ hưu là như thế nào?",Legal,f25e2350
" Khi được kéo dài thời gian công tác, lương của cán bộ, công chức có thấp hơn trước đây không?",Legal,f25e2350
"Đối với cán bộ, công chức được kéo dài thời gian công tác sau khi đến tuổi nghỉ hưu, ai có trách nhiệm bảo đảm điều kiện làm việc và thực hiện chế độ, chính sách?",Legal,f25e2350
"Lương của cán bộ, công chức được kéo dài thời gian công tác sau khi đến tuổi nghỉ hưu được điều chỉnh dựa vào yếu tố nào?",Legal,f25e2350
Người nào có quyền bổ nhiệm Chủ tịch UBND Quận 3 ở TPHCM?,Legal,5cac8dee
Chức danh nào có thẩm quyền bổ nhiệm Chủ tịch UBND Quận 3?,Legal,5cac8dee
 UBND Quận 3 được tổ chức và quản lý bởi ai?,Legal,5cac8dee
Chủ tịch UBND thành phố có trách nhiệm gì về Quận 3?,Legal,5cac8dee
Vai trò của Chủ tịch UBND Thành phố đối với UBND Quận 3 là gì?,Legal,5cac8dee
Doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt có trách nhiệm gì liên quan đến việc lập hồ sơ quản lý lối đi tự mở?,Legal,f8d59184
"Theo quy định, doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt phải làm gì để đảm bảo an toàn tại các lối đi tự mở trên đường sắt từ lúc được giao, cho thuê hoặc chuyển nhượng?",Legal,f8d59184
"Ngoài việc lập hồ sơ, doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt còn có trách nhiệm gì đối với việc quản lý lối đi tự mở trên đường sắt quốc gia?",Legal,f8d59184
Doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt nên làm gì khi phát hiện lối đi tự mở phát sinh trên đường sắt quốc gia?,Legal,f8d59184
Với ai doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt phải phối hợp để thực hiện nhiệm vụ quản lý lối đi tự mở?,Legal,f8d59184
"Những người cho phép việc sử dụng vượt quá định mức, tiêu chuẩn, chế độ mà chưa vi phạm tội hình sự sẽ bị xử lý như thế nào?",Legal,cf66b13f
"Đối với người sử dụng vược quá định mức, tiêu chuẩn, chế độ mà chưa đến mức vi phạm tội hình sự, cách xử lý kỷ luật ra sao nếu họ không biết rằng hành động đó là trái quy định?",Legal,cf66b13f
"Người sử dụng trái quy định về định mức, tiêu chuẩn, chế độ mà chưa đến mức bị truy cứu trách nhiệm hình sự, biết rõ đó là trái quy định thì sẽ bị xử lý kỷ luật bằng hình thức gì?",Legal,cf66b13f
"Nếu tự ý sử dụng vượt quá định mức, tiêu chuẩn, chế độ mà chưa vi phạm tội hình sự, hậu quả sẽ như thế nào?",Legal,cf66b13f
"Ngoài xử lý kỷ luật, người cho phép sử dụng vượt quá định mức, tiêu chuẩn, chế độ mà chưa vi phạm tội hình sự còn phải gánh chịu trách nhiệm gì nữa?",Legal,cf66b13f
Đối tượng nào phải đóng phí bảo vệ môi trường đối với nước thải?,Legal,461c3816
Sở Tài nguyên và Môi trường thu phí bảo vệ môi trường nước thải của cơ sở nào?,Legal,461c3816
Các cơ sở thuộc diện quản lý địa bàn nào phải đóng phí bảo vệ môi trường?,Legal,461c3816
Phí bảo vệ môi trường nước thải áp dụng cho loại nước thải nào?,Legal,461c3816
Nguồn thu phí bảo vệ môi trường từ nước thải là gì?,Legal,461c3816
Học sinh tại trường giáo dưỡng được bố trí chỗ ngủ như thế nào?,Legal,9e2c16ed
Có những đồ vật nào bị cấm sử dụng trong trường giáo dưỡng?,Legal,9e2c16ed
Diện tích tối thiểu cho mỗi học sinh ở tại trường giáo dưỡng là bao nhiêu?,Legal,9e2c16ed
Ngôi trường có cung cấp đồ dùng sinh hoạt cho học sinh không?,Legal,9e2c16ed
Buồng ở của học sinh được thiết kế như thế nào để đảm bảo thoáng mát và ấm cúng?,Legal,9e2c16ed
Tính phạt tiền đối với hành vi điều khiển xe máy gây tai nạn bỏ trốn?,Legal,3c4ba485
Mức phạt cụ thể cho trường hợp điều khiển xe máy rồi bỏ trốn sau tai nạn?,Legal,3c4ba485
Tỷ lệ tiền phạt tối thiểu và tối đa trong trường hợp bỏ trốn sau tai nạn xe máy?,Legal,3c4ba485
Hành vi điều khiển xe máy gây tai nạn mà không hiện trường bị phạt bao nhiêu?,Legal,3c4ba485
Phạt tiền bao nhiêu đối với người điều khiển xe máy gây tai nạn rồi bỏ đi?,Legal,3c4ba485
Quy định về thời gian yêu cầu gia hạn giấy phép hoạt động đo đạc và bản đồ là bao nhiêu?,Legal,525c1426
Giấy phép hoạt động đo đạc và bản đồ có thể được gia hạn sau khi hết hạn không?,Legal,525c1426
Thời hạn gia hạn giấy phép hoạt động đo đạc và bản đồ là bao nhiêu?,Legal,525c1426
Có sự khác biệt nào về thời hạn gia hạn giấy phép cho các nhà thầu nước ngoài?,Legal,525c1426
Liệu thời hạn gia hạn giấy phép hoạt động đo đạc và bản đồ có liên quan đến thời gian thực hiện gói thầu của nhà thầu nước ngoài không?,Legal,525c1426
Có những trường hợp nào cho phép giao dịch chứng khoán thưởng cho người lao động Việt Nam tại các tổ chức nước ngoài?,Legal,e5ee0884
Chứng khoán thưởng cho người lao động Việt Nam tại doanh nghiệp nước ngoài có bị hạn chế giao dịch không?,Legal,e5ee0884
Người lao động Việt Nam làm việc cho tổ chức nước ngoài tại Việt Nam có quyền thực hiện quyền gì liên quan đến chứng khoán thưởng?,Legal,e5ee0884
"Nếu muốn chuyển nhượng chứng khoán thưởng, người lao động Việt Nam tại doanh nghiệp nước ngoài cần tuân thủ quy định nào?",Legal,e5ee0884
Các quyền liên quan đến chứng khoán thưởng phải tuân thủ các quy định gì của Việt Nam?,Legal,e5ee0884
Giấy đề nghị cấp lại Thẻ công chứng viên có tên gọi là gì?,Legal,29085858
Kích thước ảnh chân dung cần dùng cho việc cấp lại Thẻ công chứng viên là bao nhiêu?,Legal,29085858
Ảnh chân dung được chụp bao lâu trước ngày nộp hồ sơ thì vẫn còn được chấp nhận?,Legal,29085858
Vào những trường hợp nào cần phải nộp Thẻ công chứng viên đang sử dụng khi xin cấp lại?,Legal,29085858
"Ngoài những giấy tờ trên, còn có giấy tờ nào khác cần thiết khi cấp lại Thẻ công chứng viên?",Legal,29085858
"Văn bản hành chính của quân đội bao gồm dấu hiệu nhận dạng của cơ quan, đơn vị ở phần nào?",Legal,e4fa558f
"Thông tin về cơ quan, đơn vị được thể hiện ở ô thứ mấy trên văn bản hành chính?",Legal,e4fa558f
"Điền vị trí biểu thị dấu của cơ quan, đơn vị trong văn bản hành chính quân đội là ô số mấy?",Legal,e4fa558f
"Căn cứ vào văn bản hiện hữu, dấu hiệu nhận dạng cơ quan, đơn vị thể hiện ở vị trí nào?",Legal,e4fa558f
"Văn bản hành chính quân đội, ô số mấy bao gồm dấu của cơ quan, đơn vị?",Legal,e4fa558f
Người bị tạm giam có được nghe đài phát thanh không?,Legal,e73826a2
Hiện tượng nghe đài phát thanh có được quy định trong thời gian tạm giam không?,Legal,e73826a2
Ai có trách nhiệm tổ chức buổi nghe đài phát thanh cho người bị tạm giam?,Legal,e73826a2
Quy định nghe đài phát thanh tại trại tạm giam áp dụng với ai?,Legal,e73826a2
Có hình thức nghe đài phát thanh nào được tổ chức cho người bị tạm giam?,Legal,e73826a2
Tài liệu khai thác sân bay bao gồm những gì?,Legal,79d532cb
Khai thác công trình hạ tầng sân bay gồm tài liệu gì?,Legal,79d532cb
"Ngoài tài liệu khai thác sân bay, có tài liệu gì khác?",Legal,79d532cb
Tài liệu khai thác cơ sở cung cấp dịch vụ bảo đảm hoạt động bay là gì?,Legal,79d532cb
"Đơn vị nào cung cấp tài liệu khai thác cảng hàng không, sân bay?",Legal,79d532cb
Mức phạt vì hành vi điều khiển xe kéo rơ moóc kéo thêm vật khác là bao nhiêu?,Legal,add3430f
Hành vi kéo thêm vật bên ngoài xe kéo rơ moóc bị phạt bao nhiêu tiền?,Legal,add3430f
"Đối với xe kéo rơ moóc kéo thêm hàng hóa, mức phạt cụ thể là bao nhiêu?",Legal,add3430f
Giới hạn mức phạt tối đa khi điều khiển xe kéo rơ moóc kéo thêm vật khác là bao nhiêu?,Legal,add3430f
Từ 800.000 đồng đến bao nhiêu tiền là mức phạt cho việc điều khiển xe kéo rơ moóc kéo thêm vật khác? ,Legal,add3430f
"Mức phạt cho việc điều khiển, dẫn dắt súc vật vào đường cấm là bao nhiêu?",Legal,08b34c4a
Nhiều tiền nhất có thể phải trả cho hành vi dẫn dắt vật nuôi vào khu vực cấm là bao nhiêu?,Legal,08b34c4a
Điều khiển động vật vào đường cấm sẽ bị phạt tiền khoảng bao nhiêu?,Legal,08b34c4a
Có mức phạt nào cho việc cho súc vật vào đường cấm không?,Legal,08b34c4a
Chi phí xử phạt cho việc dẫn dắt súc vật vào khu vực cấm là bao nhiêu?,Legal,08b34c4a
Nguyên tắc bổ nhiệm và xếp lương dựa trên tiêu chuẩn nào đối với viên chức chuyên ngành công nghệ thông tin?,Legal,c551af72
"Việc bổ nhiệm nhằm đảm bảo chức trách, nhiệm vụ và năng lực chuyên môn nghiệp vụ ra sao?",Legal,c551af72
Có được kết hợp nâng lương hoặc thăng hạng chức danh nghề nghiệp viên chức khi chuyển sang chức danh chuyên ngành công nghệ thông tin không?,Legal,c551af72
Yếu tố nào được sử dụng để quyết định việc bổ nhiệm vào chức danh nghề nghiệp viên chức chuyên ngành công nghệ thông tin?,Legal,c551af72
Trường hợp chuyển từ chức danh nghề nghiệp viên chức hiện tại sang chức danh chuyên ngành công nghệ thông tin có những điều gì cần lưu ý về việc bổ nhiệm và xếp lương?,Legal,c551af72
Hành vi vượt đèn đỏ khi điều khiển xe máy theo luật pháp được quy định như thế nào?,Legal,a0518d27
"Đối với người vi phạm luật lệ về vượt đèn đỏ khi lái xe máy, mức phạt cụ thể là bao nhiêu?",Legal,a0518d27
Nghị định nào quy định về xử phạt hành vi vượt đèn đỏ khi điều khiển xe máy?,Legal,a0518d27
Ngày tháng nào Nghị định số 100/2019/NĐ-CP được ban hành?,Legal,a0518d27
Điều 48 của Nghị định số 100/2019/NĐ-CP có quy định gì về vi phạm hành chính trong lĩnh vực giao thông đường bộ?,Legal,a0518d27
"Bộ Lao động Thương binh và Xã hội có vai trò gì trong việc hợp tác quốc tế về phòng, chống ma túy?",Legal,bc641f13
Cơ sở vật chất dành cho việc cai nghiện ma tuý được xây dựng thông qua nguồn tài trợ nào?,Legal,bc641f13
Bộ Lao động TB&XH cung cấp chỉ đạo gì cho các địa phương và cơ sở cai nghiện ma tuý?,Legal,bc641f13
